COURSECODE,REVISIONCODE,SECTION,STUDYCODE,STUDENTCODE,CLASSCHECK,
BSC202,2,20,L,661104512,",,,,,,,,,,,,,,,,,,",
LSC322,1,20,C,661104512,",,,,,,,,,,,,,,,,,,",
LSC411,1,20,C,661104512,",,,,,,,,,,L,,,,,,,",
MAT203,1,20,C,661104512,"A,A,,P,P,P,A,A,,,A,A,A,A,A,,,",
MGT342,3,22,C,661104512,",,,,,,,,,,,,,,,,,",
BSC202,2,20,C,661104570,"P,P,S,,P,P,P,P,,,P,P,P,P,,P,,,",
BSC202,2,20,L,661104570,",,,,,,,,,,,,,,,,,,",
LSC322,1,20,C,661104570,",,,,,,,,,,,,,,,,,,",
LSC411,1,20,C,661104570,",,,,,,,,,,P,,,,,,,",
MAT203,1,20,C,661104570,"P,P,,P,P,P,A,P,,,A,P,P,P,P,,,",
MGT342,3,22,C,661104570,",,,,,,,,,,,,,,,,,",
AVB251,1,20,C,661104596,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
AVB351,1,20,C,661104596,"P,S,P,P,P,P,P,,,,P,P,,,,P,,,",
AVB353,1,20,C,661104596,"P,P,P,P,P,S,P,P,,,S,P,A,P,P,P,,",
AVB363,2,20,C,661104596,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
AVB251,1,20,C,661104627,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
AVB351,1,20,C,661104627,"P,S,P,P,P,S,L,,,,P,P,,,,P,,,",
AVB353,1,20,C,661104627,"P,S,S,P,P,P,P,P,,,P,P,P,P,S,P,,",
AVB363,2,20,C,661104627,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
EVM314,1,20,C,661104669,",,,,,,,,,,,,,,,,,",
EVM315,1,20,C,661104669,",,,,,,,,,,,,,,,,,",
DMK314,1,20,C,661104724,",,,,,,,,,,,,,,,,,",
DMK315,1,20,C,661104724,",,,,,,,,,,,,,,,,,,",
MGT401,1,20,C,661104724,"A,S,,P,L,L,L,A,,,P,P,P,P,,P,,",
DMK314,1,20,C,661104766,",,,,,,,,,,,,,,,,,",
DMK315,1,20,C,661104766,",,,,,,,,,,,,,,,,,,",
MGT401,1,20,C,661104766,"A,P,,P,P,P,P,P,,,P,A,P,P,,P,,",
BSC202,2,20,C,661104782,"S,P,P,,P,L,P,P,,,P,P,P,P,,P,,,",
BSC202,2,20,L,661104782,",,,,,,,,,,,,,,,,,,",
LSC322,1,20,C,661104782,",,,,,,,,,,,,,,,,,,",
LSC411,1,20,C,661104782,",,,,,,,,,,P,,,,,,,",
MAT203,1,20,C,661104782,"P,P,,P,P,P,P,P,,,P,P,P,P,P,,,",
MGT342,3,22,C,661104782,",,,,,,,,,,,,,,,,,",
ITD442,1,1,C,661104821,"P,P,,,P,,P,,P,,,,P,P,,,",
ITD461,1,1,C,661104821,",P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
MAT202,1,1,C,661104821,",,,,,,,,,,,P,A,,,,,",
ITD323,1,1,C,661104821,"P,P,P,P,,P,P,,,,,,,,,,",
FDB339,1,20,C,661104847,"P,P,P,,,P,P,P,,,,,,,,,,",
MDC312,1,21,C,661104847,"P,P,P,P,P,P,P,P,P,,,,,,,,,",
MDC313,1,20,C,661104847,",,,P,L,,P,P,,,A,A,,P,,L,,",
MDC333,1,20,C,661104847,"P,P,P,P,,P,P,P,,,P,,P,P,P,L,,,",
MDC442,1,20,C,661104847,"P,P,P,P,P,P,P,S,S,P,P,,,,,,,,",
ACC301,1,66,C,661104855,"P,P,P,P,P,P,P,P,P,S,,,S,P,P,,",
MGT404,2,65,C,661104855,"A,,P,,A,,P,,A,,,,A,,P,,",
PHL103,1,62,C,661104855,"A,,S,,P,,P,,A,,P,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
BSC202,2,20,C,661104928,"P,P,S,,S,S,L,S,,,P,P,,S,,,,,",
BSC202,2,20,L,661104928,",,,,,,,,,,,,,,,,,,",
LSC322,1,20,C,661104928,",,,,,,,,,,,,,,,,,,",
LSC411,1,20,C,661104928,",,,,,,,,,,P,,,,,,,",
MAT203,1,20,C,661104928,"P,P,,A,A,P,A,P,,,A,P,P,P,P,,,",
MGT342,3,22,C,661104928,",,,,,,,,,,,,,,,,,",
LAW360,2,65,C,661104936,",,,,,,,,,,,,,,,,,,P,,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,",
MGT301,2,65,C,661104936,"A,,,,,,,,,,,,S,,P,,",
PAD231,1,60,C,661104936,"P,P,P,P,P,,P,P,P,P,P,P,P,,",
PAD402,3,60,C,661104936,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
FDB311,1,21,C,661104960,"P,P,P,A,,,,,,,,,,,,,,",
FDB312,1,21,C,661104960,"P,P,P,P,P,P,P,P,,,P,P,P,P,P,,,,",
FDB345,1,20,C,661104960,",,,,,,,,,,,,,,,,,",
MDC312,1,20,C,661104960,",,,,,,,,,,,,,,,,,",
MDC336,1,20,C,661104960,"P,P,P,P,P,P,A,P,,,A,P,A,P,,,,",
FDB339,1,20,C,661104978,"P,P,P,,,P,S,P,,,,,,,,,,",
MDC312,1,21,C,661104978,"P,P,P,P,P,P,P,P,P,,,,,,,,,",
MDC313,1,20,C,661104978,",,,P,L,,P,P,,,A,P,,A,,L,,",
MDC332,1,20,C,661104978,",,,L,P,,L,,,,A,L,A,A,,L,,",
MDC333,1,20,C,661104978,"P,P,P,P,,P,P,P,,,P,P,P,,P,L,,,",
MDC442,1,20,C,661104978,"P,P,P,S,P,P,P,P,S,P,P,,,,,,,,",
HCM223,67,20,C,661105013,",,,,,,P,P,P,P,P,,,,,,,",
EVM314,1,20,C,661105039,",,,,,,,,,,,,,,,,,",
EVM315,1,20,C,661105039,",,,,,,,,,,,,,,,,,",
DMK314,1,20,C,661105089,",,,,,,,,,,,,,,,,,",
DMK315,1,20,C,661105089,",,,,,,,,,,,,,,,,,,",
MGT401,1,20,C,661105089,"P,P,,L,P,P,L,L,,,P,P,P,P,,P,,",
EVM314,1,20,C,661105110,",,,,,,,,,,,,,,,,,",
EVM315,1,20,C,661105110,",,,,,,,,,,,,,,,,,",
FDB311,1,21,C,661105128,"P,P,P,A,,,,,,,,,,,,,,",
FDB312,1,21,C,661105128,"P,P,P,P,P,P,P,P,,,P,P,P,P,P,,,,",
FDB345,1,20,C,661105128,",,,,,,,,,,,,,,,,,",
MDC312,1,20,C,661105128,",,,,,,,,,,,,,,,,,",
MDC336,1,20,C,661105128,"P,P,P,P,P,P,A,P,,,A,P,P,P,,,,",
FDB311,1,21,C,661105136,"P,P,P,P,,,,,,,,,,,,,,",
FDB312,1,21,C,661105136,"P,P,P,P,P,P,P,P,,,P,P,P,P,P,,,,",
FDB345,1,20,C,661105136,",,,,,,,,,,,,,,,,,",
MDC312,1,21,C,661105136,"P,P,P,P,P,P,P,P,P,,,,,,,,,",
MDC336,1,20,C,661105136,"P,P,P,P,A,P,P,P,,,P,A,P,P,,,,",
FDB339,1,20,C,661105160,"P,P,P,,,P,P,P,,,,,,,,,,",
MDC312,1,21,C,661105160,"P,P,P,P,P,P,P,P,P,,,,,,,,,",
MDC313,1,20,C,661105160,",,,P,L,,P,P,,,P,P,,P,,L,,",
MDC333,1,20,C,661105160,"P,P,P,P,,S,P,P,,,P,P,P,P,P,P,,,",
MDC442,1,20,C,661105160,"P,P,P,P,P,P,P,S,S,P,P,,,,,,,,",
NSC342,1,1,C,661105283,",,,,,,,,,,,,,,,,,,",
NSC343,1,1,C,661105283,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
NSC362,1,1,C,661105283,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,,,",
NSC392,1,1,C,661105283,",,,,,,,P,,P,P,P,P,P,P,P,,,",
AVB251,1,20,C,661105291,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
AVB351,1,20,C,661105291,"P,P,S,P,P,P,L,,,,S,A,,,,S,,,",
AVB353,1,20,C,661105291,"P,P,S,P,P,P,P,S,,,S,P,P,P,P,S,,",
AVB363,2,20,C,661105291,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC301,1,1,C,661105330,"P,P,P,P,P,,P,,,,P,P,P,P,,P,,",
DBT201,1,1,C,661105330,"P,P,P,P,A,P,,,,,,,,,,,,",
DBT201,1,1,L,661105330,"P,P,P,P,A,,,,,,,,,,,,,",
DBT232,1,1,C,661105330,",,,,,,,,,,,,,,,,,",
DBT232,1,1,L,661105330,",,,,,,,,,,,,,,,,,",
LAW202,1,1,C,661105330,"P,P,P,P,S,P,P,P,P,S,P,P,P,P,P,,,",
MAT202,1,1,C,661105348,",,,,,,,,,,,A,P,,,,,",
PAD451,1,20,C,661105364,",,,,,,,,,,,,,,,,,",
PAD302,1,20,C,661105364,"L,P,P,,P,P,P,,,,S,P,P,,,,,,",
PAD362,1,20,C,661105364,"P,P,P,P,P,P,P,P,P,,,P,P,P,P,,,,",
PAD366,2,20,C,661105364,"A,,P,P,,,P,P,,,P,P,,,,,,",
PAD401,3,20,C,661105364,"P,P,P,A,P,P,A,P,,,P,P,P,P,P,,,",
NSC342,1,1,C,661105380,",,,,,,,,,,,,,,,,,,",
NSC343,1,1,C,661105380,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
NSC362,1,1,C,661105380,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,,,",
NSC392,1,1,C,661105380,",,,,,,,P,,P,P,P,P,P,P,P,,,",
BSC202,2,20,C,661105411,"P,S,P,,S,P,S,S,,,P,,,P,,,,,",
BSC202,2,20,L,661105411,",,,,,,,,,,,,,,,,,,",
LSC322,1,20,C,661105411,",,,,,,,,,,,,,,,,,,",
LSC411,1,20,C,661105411,",,,,,,,,,,P,,,,,,,",
MAT203,1,20,C,661105411,"A,P,,A,P,P,A,P,,,P,A,P,P,A,,,",
MGT342,3,22,C,661105411,",,,,,,,,,,,,,,,,,",
BSC202,2,20,C,661105437,"L,P,S,,P,L,L,P,,,P,,P,,,P,,,",
BSC202,2,20,L,661105437,",,,,,,,,,,,,,,,,,,",
LSC322,1,20,C,661105437,",,,,,,,,,,,,,,,,,,",
LSC411,1,20,C,661105437,",,,,,,,,,,P,,,,,,,",
MAT203,1,20,C,661105437,"P,A,,P,P,P,P,A,,,P,P,P,P,P,,,",
MGT342,3,22,C,661105437,",,,,,,,,,,,,,,,,,",
AVB251,1,20,C,661105445,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
AVB351,1,20,C,661105445,"P,P,P,P,P,P,P,,,,P,S,,,,P,,,",
AVB353,1,20,C,661105445,"P,P,P,P,P,P,P,P,,,P,P,P,P,S,P,,",
AVB363,2,20,C,661105445,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
NSC342,1,1,C,661105479,",,,,,,,,,,,,,,,,,,",
NSC343,1,1,C,661105479,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
NSC362,1,1,C,661105479,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,,,",
NSC392,1,1,C,661105479,",,,,,,,P,,P,P,P,P,P,P,P,,,",
MAI322,1,1,C,661105526,"P,P,P,P,S,,P,,,,P,L,,P,P,,,",
MAI322,1,1,L,661105526,",,,,,,,,,,,,,,,,,",
MAI327,1,1,C,661105526,",,,,,,,,,,,,,,,,,",
MAI327,1,1,L,661105526,",,,,,,,,,,,,,,,,,",
MAI422,1,1,C,661105526,"P,,,,,,,,,,,,,,,,,",
MAI422,1,1,L,661105526,",,,,,,,,,,,,,,,,,",
MAI491,1,1,C,661105526,"P,,,P,,P,P,P,,,,,,,,,,",
MAI492,1,1,C,661105526,",,,,,,,,,,P,P,,,,P,,",
HCM223,67,20,C,661105534,",,,,,,P,P,P,P,P,,,,,,,",
FDB311,1,20,C,661105550,"L,P,P,P,,,,,,,,,,,,,,",
FDB312,1,20,C,661105550,"P,S,P,P,P,P,P,P,,,P,P,P,P,P,,,,",
FDB345,1,20,C,661105550,",,,,,,,,,,,,,,,,,",
MDC312,1,20,C,661105550,",,,,,,,,,,,,,,,,,",
MDC332,1,20,C,661105550,",,,L,,,L,,,,A,,P,P,,S,,",
NSC342,1,1,C,661105568,",,,,,,,,,,,,,,,,,,",
NSC343,1,1,C,661105568,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
NSC362,1,1,C,661105568,"P,P,P,P,A,P,P,P,,P,P,P,P,P,P,,,",
NSC392,1,1,C,661105568,",,,,,,,P,,P,P,P,P,P,P,P,,,",
NSC342,1,1,C,661105584,",,,,,,,,,,,,,,,,,,",
NSC343,1,1,C,661105584,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
NSC362,1,1,C,661105584,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,,,",
NSC392,1,1,C,661105584,",,,,,,,P,,P,P,P,P,P,P,P,,,",
FDB311,1,21,C,661105746,"P,P,P,P,,,,,,,,,,,,,,",
FDB312,1,21,C,661105746,"P,P,P,P,P,P,P,P,,,P,P,P,P,P,,,,",
FDB345,1,20,C,661105746,",,,,,,,,,,,,,,,,,",
MDC312,1,21,C,661105746,"P,P,P,P,P,P,P,P,P,,,,,,,,,",
MDC336,1,20,C,661105746,"P,P,P,P,P,P,P,P,,,P,P,P,P,,,,",
FDB339,1,20,C,661105754,"P,P,S,,,P,P,P,,,,,,,,,,",
MDC312,1,21,C,661105754,"P,P,P,P,P,P,P,P,P,,,,,,,,,",
MDC313,1,20,C,661105754,",,,P,L,,P,P,,,S,P,,P,,P,,",
MDC333,1,20,C,661105754,"P,P,A,P,,P,P,P,,,P,P,P,P,P,L,,,",
MDC442,1,20,C,661105754,"P,P,S,P,P,P,P,P,S,P,P,,,,,,,,",
NSC342,1,1,C,661105770,",,,,,,,,,,,,,,,,,,",
NSC343,1,1,C,661105770,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
NSC362,1,1,C,661105770,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,,,",
NSC392,1,1,C,661105770,",,,,,,,P,,P,P,P,P,P,P,P,,,",
ACC301,1,66,C,661105796,"P,P,P,P,P,P,P,P,P,S,,,S,P,P,,",
MGT404,2,65,C,661105796,"A,,P,,P,,P,,A,,,,,,P,,",
PHL103,1,62,C,661105796,"P,,S,,P,,P,,A,,P,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECE332,2,1,C,661105801,",,,,,,,,,,,,,,,,,,",
ECE444,1,1,C,661105801,"P,P,P,,,,,,,,,,,,,,,",
ECE448,2,1,C,661105801,",,P,,,,,,,,,,,,,,,",
ECE449,1,1,C,661105801,",,,,,,,,,,,,,,,,,",
EDU303,1,1,C,661105801,"P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,",
EDU305,1,2,C,661105801,",,,,,,,,,,,,,,,,,",
ACC301,1,20,C,661105843,"P,P,,,P,P,P,P,,,,,,P,,P,,",
DBT202,1,20,C,661105843,"P,P,P,L,P,S,P,P,,,P,P,P,P,L,P,,,",
DBT202,1,20,L,661105843,",,,,,,,,,,,,,,,,,,",
MGT321,2,20,C,661105843,",,,,,,,,,,,,,,,,,,",
ACC301,1,20,C,661105851,"P,P,,,P,P,,,,,P,,,P,,,,",
DBT202,1,20,C,661105851,"P,P,P,P,P,P,A,A,,,P,P,P,P,S,P,,,",
DBT202,1,20,L,661105851,",,,,,,,,,,,,,,,,,,",
MGT321,2,20,C,661105851,",,,,,,,,,,,,,,,,,,",
DMK314,1,20,C,661105869,",,,,,,,,,,,,,,,,,",
DMK315,1,20,C,661105869,",,,,,,,,,,,,,,,,,,",
MGT401,1,20,C,661105869,"P,A,,P,L,A,L,L,,,P,P,P,P,,P,,",
FDB311,1,21,C,661105958,"P,P,P,P,,,,,,,,,,,,,,",
FDB312,1,21,C,661105958,"P,P,P,P,P,P,P,P,,,P,P,P,P,P,,,,",
FDB345,1,20,C,661105958,",,,,,,,,,,,,,,,,,",
MDC312,1,21,C,661105958,"P,P,P,P,P,P,P,P,P,,,,,,,,,",
MDC336,1,20,C,661105958,"P,P,P,P,P,P,A,P,,,P,A,P,P,,,,",
ITD234,1,2,C,661105966,"A,,A,,,,,,,,,,,,",
ITD234,1,2,L,661105966,",,,,,,,",
ITD442,1,1,C,661105966,"A,S,,,P,,L,,L,,,,L,P,,,",
MAT202,1,1,C,661105966,",,,,,,,,,,,P,A,,,,,",
ITD323,1,1,C,661105966,"L,A,P,P,,P,P,,,,,,,,,,",
SOC111,1,2,C,661105966,"A,P,P,S,P,P,S,,,,P,P,S,A,A,P,,,",
BSC202,2,20,C,661105974,"S,S,S,,S,S,P,P,,,S,,,,,,,,",
BSC202,2,20,L,661105974,",,,,,,,,,,,,,,,,,,",
LSC322,1,20,C,661105974,",,,,,,,,,,,,,,,,,,",
LSC411,1,20,C,661105974,",,,,,,,,,,P,,,,,,,",
MAT203,1,20,C,661105974,"A,A,,A,A,P,P,P,,,A,A,A,A,A,,,",
MGT342,3,22,C,661105974,",,,,,,,,,,,,,,,,,",
NSC342,1,1,C,661106019,",,,,,,,,,,,,,,,,,,",
NSC343,1,1,C,661106019,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
NSC362,1,1,C,661106019,"P,P,P,P,P,P,P,P,,A,P,P,P,P,P,,,",
NSC392,1,1,C,661106019,",,,,,,,P,,P,P,P,P,P,P,P,,,",
FDB311,1,20,C,661106043,"L,P,P,P,,,,,,,,,,,,,,",
FDB312,1,20,C,661106043,"P,P,P,P,P,P,P,P,,,P,P,P,P,P,,,,",
FDB345,1,20,C,661106043,",,,,,,,,,,,,,,,,,",
MDC312,1,20,C,661106043,",,,,,,,,,,,,,,,,,",
MDC332,1,20,C,661106043,",,,A,L,,P,,,,P,P,S,P,,P,,",
EDU103,1,1,C,641116971,",,,,,,,,,,,,,,,,,",
EDU103,1,1,C,641117171,",,,,,,,,,,,,,,,,,",
PAD427,2,20,C,641117634,"P,P,P,S,P,P,P,P,,,P,P,P,P,P,,,",
SOC110,1,20,C,641117634,"P,P,,P,P,,P,,,,P,P,P,P,P,,,",
LAW360,2,65,C,641117862,",,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
PAD402,3,60,C,641117862,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
POS224,1,60,C,641117862,",,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ECO202,1,20,C,671114234,"P,,,,,,,,,,,,,,,,,",
FIB201,1,20,C,671114234,",,,,,,,,,,,,,,,,,",
LSC332,1,20,C,671114234,",,,,,,,,,,,,,,,,,",
LSC364,1,20,C,671114234,",,,,L,,,,,,,,,,,,,",
PHL106,1,20,C,671114234,",,,,,,,,,,,,,,,,,,",
HSC226,1,1,C,671114242,"P,S,P,P,P,P,P,P,P,P,A,,A,,,,,",
NSC231,1,1,C,671114242,"P,P,P,P,P,P,P,P,,P,P,P,A,A,A,A,,,",
PHE111,1,1,C,671114242,"P,A,P,P,P,P,P,P,P,,P,,A,P,,,,",
HSC224,1,2,C,671114242,",,,,,,,,,,,,,,,,,",
ITD211,1,1,C,671114250,"P,P,P,P,P,S,P,P,,,P,P,P,P,S,,,",
ITD231,1,1,C,671114250,",,,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,",
ITD231,1,1,L,671114250,",,,,,,,,,,,,,,,,,",
ITD234,1,2,C,671114250,"P,,P,,,,,,,,,,,,",
ITD234,1,2,L,671114250,",,,,,,,",
ITD321,1,1,C,671114250,"P,P,A,P,P,P,P,P,,,P,P,P,P,P,P,,",
SAI334,1,1,C,671114250,"P,P,,P,P,P,P,P,,,P,P,P,,,,,",
SOC111,1,2,C,671114250,"P,P,P,P,P,P,S,,,,P,P,P,P,P,A,,,",
HCM212,67,365,C,671114268,"P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
HCM223,67,65,C,671114268,"P,S,P,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LIB102,67,65,C,671114268,",,,,,,,,,,,,,,,,P,,S,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,",
PHE156,67,66,C,671114268,"P,,,,,,,,",
DBT202,1,20,C,671114315,"P,P,P,L,P,P,L,P,,,S,P,P,L,P,A,,,",
DBT202,1,20,L,671114315,",,,,,,,,,,,,,,,,,,",
FIB201,1,20,C,671114315,",,,,,,,,,,,,,,,,,",
HSC226,1,1,C,671114323,"P,P,P,P,P,P,P,P,P,P,P,,P,,,,,",
NSC231,1,1,C,671114323,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,P,,,",
PHE111,1,1,C,671114323,"P,P,P,P,P,P,P,P,P,,P,,P,P,,,,",
HSC224,1,2,C,671114323,",,,,,,,,,,,,,,,,,",
ACC371,2,50,C,671114404,"A,,P,,P,,P,,P,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
ACC492,2,50,C,671114404,"P,P,P,P,P,P,P,P,P,P,P,P,P,,",
GBE243,67,20,C,671114412,"P,P,P,P,S,P,S,P,P,,P,S,P,S,P,P,,,",
GBE253,67,20,C,671114412,"P,P,P,P,P,P,P,P,P,,P,P,P,P,P,L,,",
GBE311,67,20,C,671114412,",,,,,,,,,,,,,,,,,",
ITD211,1,1,C,671114420,"P,P,P,S,P,P,P,P,,,P,P,P,S,P,,,",
ITD231,1,1,C,671114420,",,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,",
ITD231,1,1,L,671114420,",,,,,,,,,,,,,,,,,",
ITD234,1,2,C,671114420,"L,,P,,,,,,,,,,,,",
ITD234,1,2,L,671114420,",,,,,,,",
ITD321,1,1,C,671114420,"P,P,A,L,P,P,P,P,,,A,P,P,P,P,S,,",
SAI334,1,1,C,671114420,"P,P,,P,P,P,P,P,,,S,P,P,,,,,",
SOC111,1,2,C,671114420,"P,P,P,P,P,P,P,,,,P,P,P,P,P,P,,,",
EDU203,67,1,C,671114438,"A,P,A,P,A,A,A,P,A,P,A,,P,A,,,,,",
EDU204,67,1,C,671114438,"A,P,A,P,P,P,A,P,,,P,P,,,,,,,",
EDU291,67,1,C,671114438,",,,,,,,,,,,,,,,,,",
ENG102,1,2,C,671114438,"A,L,,A,L,A,L,A,,,,,,,,L,,",
PES223,67,1,C,671114438,"A,P,P,A,,,,,,,,,,L,,,,",
PES241,67,1,C,671114438,"P,P,P,A,A,P,A,P,,,,,,A,,,,",
PES242,67,1,C,671114438,"A,A,A,P,A,A,P,P,A,,A,P,A,P,P,,,",
PES335,67,2,C,671114438,",,,,,,,,,,,,,P,,,,",
HSC226,1,1,C,671114446,"P,P,P,P,P,P,P,P,P,P,P,,P,,,,,",
NSC231,1,1,C,671114446,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,P,,,",
PHE111,1,1,C,671114446,"P,P,P,P,P,P,P,P,P,,P,,P,P,,,,",
HSC224,1,2,C,671114446,",,,,,,,,,,,,,,,,,",
HSC226,1,1,C,671114462,"P,P,P,P,P,P,P,P,P,P,P,,P,,,,,",
NSC231,1,1,C,671114462,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,P,,,",
PHE111,1,1,C,671114462,"P,P,P,P,P,P,P,P,P,,P,,P,P,,,,",
HSC224,1,2,C,671114462,",,,,,,,,,,,,,,,,,",
COM101,67,23,C,671114470,"P,P,P,P,P,P,P,P,,,P,P,P,P,P,,,",
COM101,67,23,L,671114470,",,,,,,,,,,,,,,,,,",
HCM211,67,20,C,671114470,",,,,,,,,,,,,,,,,,,",
HCM223,67,20,C,671114470,"P,P,P,P,P,P,P,P,P,P,P,,,,,,,",
HSC226,1,1,C,671114543,"P,P,P,P,P,P,P,P,P,P,P,,P,,,,,",
NSC231,1,1,C,671114543,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,P,,,",
PHE111,1,1,C,671114543,"P,P,P,P,P,P,P,P,P,,P,,P,P,,,,",
HSC224,1,2,C,671114543,",,,,,,,,,,,,,,,,,",
ECE331,67,1,C,671114577,"P,P,P,,,,,,,,,,,,,,,,",
ECE335,67,1,C,671114577,"P,P,S,P,P,P,P,P,P,S,P,P,P,P,,,,",
ECE338,67,1,C,671114577,"P,P,P,P,P,P,P,P,P,S,P,P,P,P,,,,",
ECE444,67,1,C,671114577,"P,,,,,,,,,,,,,,,,,",
ECE449,67,1,C,671114577,",,,,,,,,,,,,,,,,,",
EDU205,67,1,C,671114577,",,,,,,,,,,,,,,,,,",
EDU204,67,2,C,671114577,",,P,,P,P,,,,,,,,,,,,",
EDU203,67,2,C,671114577,",,P,,,,,,,,,,,,,,,",
HSC226,1,1,C,671114585,"P,P,P,P,P,P,P,P,P,P,P,,P,,,,,",
NSC231,1,1,C,671114585,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,P,,,",
PHE111,1,1,C,671114585,"P,P,P,P,P,P,P,P,P,,P,,P,P,,,,",
HSC224,1,2,C,671114585,",,,,,,,,,,,,,,,,,",
FDB337,1,21,L,671114593,",,,,,,,,,,,,,,,,,",
MDC313,1,20,C,671114593,",,,P,,,P,P,,,A,A,,P,,L,,",
MDC333,1,20,C,671114593,"A,P,L,P,,S,A,P,,,P,S,P,,P,L,,,",
MDC442,1,20,C,671114593,"P,P,P,P,P,P,S,P,P,P,P,,,,,,,,",
HSC226,1,1,C,671114608,"P,P,P,P,P,P,P,P,P,P,P,,P,,,,,",
NSC231,1,1,C,671114608,"P,P,P,P,P,P,P,P,,P,P,P,P,P,P,P,,,",
PHE111,1,1,C,671114608,"P,P,P,P,P,P,S,S,P,,P,,P,P,,,,",
HSC224,1,2,C,671114608,",,,,,,,,,,,,,,,,,",
ECE331,67,1,C,671114624,"P,P,P,,,,,,,,,,,,,,,,",
ECE335,67,1,C,671114624,"A,A,P,P,P,S,P,P,P,A,S,A,P,A,,,,",
ECE338,67,1,C,671114624,"S,P,P,S,P,S,P,P,P,P,A,P,L,P,,,,",
ECE444,67,1,C,671114624,"P,,,,,,,,,,,,,,,,,",
ECE449,67,1,C,671114624,",,,,,,,,,,,,,,,,,",
EDU205,67,1,C,671114624,",,,,,,,,,,,,,,,,,",
EDU204,67,2,C,671114624,",,A,,P,A,,,,,,,,,,,,",
EDU203,67,2,C,671114624,",,P,,,,,,,,,,,,,,,",
FDB214,1,20,C,671114666,"P,P,P,P,P,P,P,P,,,P,P,P,,,P,,",
FDB337,1,20,C,671114666,",,,,,,,,,,,,,,,,,",
FDB347,1,20,L,671114666,"P,P,P,,,,,,,,,,,,,,,",
MDC333,1,21,C,671114666,"P,P,P,P,,P,P,P,,,P,,P,P,P,P,,,",
DBT201,1,356,C,671114674,",,S,,,,,,,,,,,,",
DBT201,1,356,L,671114674,",,,,,,,",
DMK452,1,55,C,671114674,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
LAW202,1,55,C,671114674,"P,S,P,P,P,S,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",
DMA227,1,1,C,671114690,",,,,,,,,,,,,,,,,,",
DMA227,1,1,L,671114690,",,,,,,,,,,,,,,,,,",
